target	sms	sms_length	kfold
True	good thing getting connection bw	32	2
False	please call immediately urgent message waiting	46	2
True	look amy beautiful intelligent woman like lot know donâ’t like like donâ’t worry	80	2
True	hes adult would learn experience theres real danger like peeps using drugs need comment	87	2
True	aight plan come later tonight	29	2
True	hello beautiful r ok ive kinda ad row wiv walked pub wanted night wiv miss	74	2
True	whatsup want sleep	18	2
True	going bed prin	14	2
True	hi good mornin thanku wish	26	2
True	playng doors game gt racing phone lol	37	2
True	whole car appreciated last two dad map reading semi argument apart things going ok p	84	2
True	storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone name person bt girlfrnd g n g h	183	2
True	much buzy	9	2
True	carlos taking sweet time usual let know patty donewant smoke ill tell haul ass	78	2
True	goodmorning today late ltgt min	31	2
True	hi happy new year mean intrude pls let know much tuition paid last semester much semester thanks	96	2
True	ladies first genus second k	27	2
True	havent shopping lor juz arrive	30	2
True	noooooooo please last thing need stress life fair	49	2
True	hoping would send message rent due enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back	145	2
True	dear umma called	16	2
True	tell said eat shit	18	2
True	yahoo boys bring perf legal	27	2
True	meet corporation st outside gap â€¦ see mind working	52	2
False	current leading bid pause auction send customer care	52	2
True	hidid asked waheeda fathima leave	33	2
True	kkare college	13	2
False	urgent trying contact last weekends draw shows â£ prize guaranteed call claim code valid pm	91	2
True	geeee miss already know think fuck cant wait till next year together loving kiss	80	2
True	means fat head	14	2
True	okie	4	2
True	yeshere tv always available work place	38	2
True	dunno lei like dun haf	22	2
True	babe talking think good boy missing love	40	2
True	done sorry hope next space gives everything want remember furniture around move lock locks leave key jenne	106	2
True	wot wanna missy	15	2
True	sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss	79	2
True	work ah den plus lor workin oso rite den go orchard lor place go liao	69	2
True	get ready moan scream	21	2
True	awesome text youre restocked	28	2
True	hahahause brain dear	20	2
True	oh forwarded message thought send	33	2
True	cos daddy arranging time c wat time fetch ã¼ mah	48	2
True	love wine dine lady	19	2
True	anybodys number still havent thought tactful way ask alex	57	2
True	yeh indians nice tho kane bit shud go drink sometime soon mite hav go da works laugh soon love pete x x	103	2
True	wont move morphine	18	2
True	right wasnt phoned someone number like	38	2
True	si si think ill go make oreo truffles	37	2
True	knowyetunde hasnt sent money yet sent text bother sending involve anything shouldnt imposed anything first place apologise	122	2
True	university southern california	30	2
True	kallis wont bat innings	23	2
True	go write msg put dictionary mode screen hand ltgt remove hand interesting	73	2
True	yeah see	8	2
True	sir need velusamy sirs date birth company bank facilities details	65	2
True	dnt wnt tlk wid	15	2
True	sister belongs family hope tomorrow pray herwho fated shoranur train incident lets hold hands together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pass stop violence women	200	2
True	lunch come quickly open door	28	2
True	thatâ’s alrite girl know gail neva wrongtake care sweet donâ’t worryc hunlove yaxxx	83	2
False	fantasy football back tv go sky gamestar sky active play â£ dream team scoring starts saturday register nowsky opt	114	2
False	free ringtone waiting collected simply text password mix verify get usher britney fml po box	92	2
True	going sao mu today done	23	2
True	pls forget study	16	2
True	sent like	9	2
True	deep sigh miss really surprised havent gone net cafe yet get miss	65	2
False	alfie moons children need song mob tell txt tone charity nokias poly charity polys zed profit charity	101	2
True	wow v v impressed funs shopping	31	2
True	okey doke home dressed cos laying around ill speak later bout times stuff	73	2
True	chance might evaporated soon violated privacy stealing phone number employers paperwork cool please contact report supervisor	125	2
True	spending new years brother family lets plan meet next week ready spoiled	72	2
False	network operator service free cs visit	38	2
True	goin	4	2
True	hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet	89	2
True	hey mr whats name bill brison book one language words	53	2
True	also ive sorta blown couple times recently id rather text blue looking weed	75	2
True	pls play others life	20	2
True	ok let noe leave house	22	2
True	sorry ill call later meeting sir	32	2
True	okay well thanks clarification	30	2
True	time flight tmr	15	2
True	cheers lou yeah goodnite shame neva came c ya gailxx	52	2
True	town v important	16	2
True	today	5	2
True	excellent ill see rileys plans	30	2
True	hasnt pattern recently crap weekends	36	2
True	yeah hopefully tyler cant could maybe ask around bit	52	2
True	ard like dat	12	2
True	great hope like man well endowed ltgt inches	44	2
True	lemme know youre	16	2
True	ok	2	2
False	oh god ive found number glad text back xafter msgs cst std ntwk chg â£	70	2
False	free ring tone text polys every week get new tone â£	52	2
True	nice line said broken heart plz cum times infront wise trust good	65	2
True	uncles atlanta wish guys great semester	39	2
True	taking derek amp taylor walmart back time youre done leave mouse desk ill text priscillas ready	95	2
True	prob send email	15	2
True	awake snow	10	2
True	head dey swell oh thanks making day	35	2
True	world suffers lot violence bad people silence good people gud night	67	2
False	going bahamas callfreefone speak live operator claim either bahamas cruise ofâ£ cash opt txt x	94	2
True	new theory argument wins situation loses person argue friends kick amp say always correct	89	2
True	come	4	2
True	hi hun comin sorry hope ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin	96	2
True	dun b sad dun thk abt already concentrate papers k	50	2
True	howz persons story	18	2
True	science tells chocolate melt sunlight please walk sunlight bcozi want loss sweet friend	87	2
True	shant disturb anymore jia	25	2
True	whats nannys address	20	2
True	hahahause brain dear	20	2
True	thanks talk saturday dear cherish brother role model	52	2
False	secret admirer looking make contact ufind rreveal thinks specialcall	68	2
True	aiyar sorry lor forgot tell	27	2
True	hey mate hows honeydid ave good holiday gimmi de gossx	54	2
True	ok	2	2
True	wat ã¼	6	2
True	cant pick phone right pls send message	38	2
True	dear free messages without recharge hi hi hi	44	2
True	send id password	16	2
True	wana plan trip sometme	22	2
True	wat makes people dearer de happiness dat feel meet de pain feel miss dem	72	2
True	soon real thing princess make wet	33	2
True	discussed mother ah	19	2
True	eh send wrongly lar	19	2
True	mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand	76	2
True	thats cool day	14	2
True	one week leave put know time	28	2
True	prabhaim sorydarealyfrm heart sory	34	2
True	somewhr someone surely made god decided perfect time make meet dat person till den enjoy crushes	96	2
True	oh well c later	15	2
True	os called ubandu run without installing hard diskyou use os copy important files system give repair shop	104	2
True	also chat awesome make regular unless see person	48	2
True	pass dis contacts n see wat get redim luv wid blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk greeni realy wana go wid yelowi wnt bck blackim jealous browni miss nw plz giv one color	204	2
True	yupz ive oredi booked slots weekends liao	41	2
True	ltgt bucks banks fees fixed better call bank find	49	2
True	er enjoyin indians moyep sall good hehe hows bout shexy pete xx	63	2
False	email alertfrom jeri stewartsize lowcost prescripiton drvgsto listen email call	79	2
True	anyways go gym whatever love smiles hope ok good day babe miss much already	75	2
True	aft finish lunch go str lor ard smth lor finish lunch already	61	2
True	know lab goggles went	21	2
True	simple arithmetic percentages	29	2
True	actually decided hungry havent left yet v	41	2
True	ok gentleman treat dignity respect	34	2
True	waaaat lololo ok next time	26	2
True	actually waiting weeks start putting ad	39	2
True	sthis increase chance winning	29	2
True	might come kerala daysso prepared take leave finalise plan travel visitneed finish urgent works	95	2
True	oh unintentionally bad timing great fingers trains play along give fifteen min warning	86	2
True	youdoing later sar xxx	22	2
True	try get lost fact tee hee	25	2
False	got takes take part wrc rally oz lucozade energy text rally le see packs lucozadecoukwrc itcould	96	2
True	great escape fancy bridge needs lager see tomo	46	2
True	coming whatever want	20	2
True	going ikea str aft dat	22	2
True	let heart compass mind map soul guide never loose worldgnun sent via	68	2
True	smile pleasure smile pain smile trouble pours like rain smile hurts smile becoz someone still loves see smiling	111	2
True	challenge know	14	2
True	let studying stress	19	2
True	importantly discuss	19	2
True	let math good	13	2
True	possible teach	14	2
True	e person whos e sms survey	26	2
True	ill hand phone chat wit	23	2
True	love ass enjoy doggy style	26	2
False	new mobiles must go txt nokia collect today â£ txtauction	57	2
True	yep great loxahatchee xmas tree burning ltgt starts hour	56	2
True	dhoni luck win big titleso win	30	2
True	news hassling get weed week andres money haughaighgtujhyguj	59	2
True	neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt	101	2
True	ok anyway need change said	26	2
True	dear friends sorry late information today birthday loving arpraveesh details log face book see number ltgt miss delicious treat	127	2
True	freezing home yet remember kiss mom morning love think missing yet	66	2
True	die accidentally deleted e msg suppose put e sim archive haiz sad	65	2
True	pa tell went bath	17	2
True	glad following dreams	21	2
True	k actually guys meet sunoco howard right way	44	2
True	many things antibiotic used chest abdomen gynae infections even bone infections	79	2
True	da run activate full version da	31	2
True	nope since ayo travelled forgotten guy	38	2
True	babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses	89	2
True	one teach ship cars	19	2
True	theres point hangin mr right hes makin happy	44	2
True	reading gud habit nan bari hudgi yorge pataistha ertini kano	60	2
True	k k sms chat	12	2
True	boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girld boy ran like hell n saved asked hw cn run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily drinking boost evrydy moral story hv free msgsd gud	320	2
True	oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh theres kb lesson tonight	105	2
True	hey something came last min think wun signing tmr hee	53	2
True	sweet heart	11	2
True	hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss	158	2
True	missed havent much bit bored holiday want go bak college sad isnt itxx	70	2
True	ltgt great loxahatchee xmas tree burning update totally see stars	65	2
True	ages hows abj	13	2
True	iâ€˜ll look frying pan case itâ€˜s cheap book perhaps thatâ€˜s silly frying pan isnâ€˜t likely book	99	2
True	olol printed forum post guy exact prob fixed gpu replacement hopefully ignore	77	2
True	ok knackered came home went sleep good full time work lark	58	2
False	free top ringtone sub weekly ringtoneget week freesend subpoly per weekstop	75	2
True	sorry ill call later	20	2
True	lor	3	2
True	ill reach ard mins ok	21	2
True	carlos says pick later yeah set	31	2
True	wake already thanx e tau sar piah quite nice	44	2
True	sleeping nt feeling well	24	2
False	congratulations awarded either â£ cd gift vouchers free entry â£ weekly draw txt music tncs	91	2
True	jus finish watching tv	22	2
True	sorry man accounts dry would want could trade back half could buy shit credit card	82	2
True	prabhaim sorydarealyfrm heart sory	34	2
False	win meetgreet westlife currently tour text cost std text	56	2
True	wake ltgt morning	17	2
True	still pretty weak today bad day	31	2
True	give one miss number please	27	2
True	stop old man get build snowman snow angels snowball fights	58	2
True	really dude friends afraid	26	2
True	saw ron burgundy captaining party boat yeah	43	2
True	okie	4	2
True	hungry	6	2
False	want new video handset anytime network mins half price line rental camcorder reply call delivery tomorrow	105	2
True	sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish	97	2
True	ya tel wats problem	19	2
False	hi sexychat girls waiting text text great night chatting send stop stop service	79	2
True	rather prominent bite mark right cheek	38	2
True	done studyn library	19	2
True	night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng	112	2
False	themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap	99	2
True	two letters copy cos one message speak soon	43	2
True	said mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife	76	2
False	one registered subscribers enter draw gb gift voucher replying enter unsubscribe text stop	90	2
True	cthen thk shd b enuff still got conclusion n contents pg n references ill b da contents pg n cover pg	101	2
False	urgent trying contact todays draw shows â£ prize guaranteed call land line claim valid	86	2
True		0	2
True	oops ill let know roommates done	32	2
True	misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends	103	2
True	planning come chennai	21	2
True	oh ya ya remember da	20	2
True	lets go bill millers	20	2
True	problem renewal ill right away know details	43	2
True	thank god bed	13	2
True	good afternoon love good see words ym get tm smart move slave smiles drink coffee await	87	2
True	cant pick phone right pls send message	38	2
False	hi babe chloe r smashed saturday night great weekend missing sp visionsmscom text stop stop	91	2
True	saturday sunday holiday difficult	33	2
False	urgent attempt contact â£ prize yesterday still awaiting collection claim call	78	2
True	yeah thats impression got	25	2
True	hav frnd name ashwini college	29	2
True	vl bcum difficult	17	2
True	alright ill make sure car back tonight	38	2
True	ã¼ come	7	2
True	happy new year dear brother really miss got number decided send text wishing happiness abiola	93	2
False	orange customer may claim free camera phone upgrade loyalty call offer ends tcs apply optout availa	99	2
True	sorry hurt	10	2
True	sent lanre fakeyes eckankar details mail box	44	2
True	wont anything de	16	2
True	er yep sure props	17	2
True	hi please get ltgt dollar loan ill pay back mid february pls	60	2
True	gas station go	14	2
False	â£ price claim call	19	2
True	ok anybody asks abt tel themp	29	2
True	mmmm cant wait lick	19	2
True	cant pick phone right pls send message	38	2
True	easy mate guess quick drink bit ambitious	41	2
False	want new video anytime network mins text five pounds per week call reply delivery tomorrow	90	2
True	mark works tomorrow gets work house meet afterwards	51	2
True	talking	7	2
True	thk dun haf hint e forum already lor cos told ron n darren going tell shuhui	76	2
True	wat makes people dearer de happiness dat feel meet de pain feel miss dem	72	2
True	uncle boye need movies oh guide plus know torrents particularly legal system slowing day plus started cos meet online honey moon	128	2
True	aight sorry take ten years shower whats plan	44	2
True	haha figures well found piece priscillas bowl	45	2
False	hello need posh birds chaps user trial prods champneys put need address dob asap ta r	85	2
False	double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call	86	2
True	maybe find something else instead	33	2
True	good morning repair shopthe reason hour	39	2
True	later guess needa mcat study	28	2
True	way transport less problematic sat night way want ask n join bday feel free need know definite nos booking fri	110	2
True	ha us e thing got tv watch thk go tonight already haf smth mind	63	2
True	dearme cherthalain case r coming cochin pls call bfore starti shall also reach accordinglyor tell day r comingtmorow engaged ans holiday	136	2
True	hi kindly give us back documents submitted loan stapati	55	2
True	hi di yijue meeting pm esaplanade tonight	41	2
False	monthly password wap mobsicom use wap phone pc	46	2
True	que pases un buen tiempo something like	39	2
True	lol thats different go trying find every real life photo ever took	66	2
True	give us back id proof ltgt rs wont allow work come home within days	67	2
True	working technical support voice process	39	2
True	sure since parents working tuesday really need cover story	58	2
True	ya ok dinner	12	2
False	orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop	108	2
True	horrible gal sch stuff come got mc	34	2
True	gud gudk chikku tke care sleep well gud nyt	43	2
True	love girls office may wonder smiling sore	41	2
True	leaving qatar tonite search opportunityall went fastpls add prayers dearrakhesh	79	2
False	wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs nownyt â£	111	2
True	still chance search hard get itlet try	38	2
True	long quit get like minutes day	30	2
True	necessarily expect done get back though headin	46	2
True	got ltgt	8	2
True	driving raining ill get caught e mrt station lor	48	2
True	surprised still guess right lor	31	2
True	thk shd ok said plus minus ã¼ leave line paragraphs	51	2
True	ok	2	2
True	purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu	94	2
True	horrible gal knew dat going wif yest n still come n ask	55	2
False	buy space invaders chance win orig arcade game console press games arcade std wap charge see terms settings purchase	116	2
True	long since screamed princess	28	2
True	file bagi work called mei tell find anything room	49	2
True	impossible argue always treats like sub like never released remind necessary	76	2
True	opinion jada kusruthi lovable silent spl character matured stylish simple pls reply	83	2
True	want custom officer discount oh	31	2
True	said would woke	15	2
True	worlds happiest frnds never characters dey best understanding differences	73	2
True	whenwhere pick	14	2
True	yes pretty lady like single	27	2
True	huh slow tot reach long ago liao days leh	41	2
True	good afternoon babe goes day job prospects yet miss love sighs	62	2
False	welcome select service added benefits call specially trained advisors free mobile dialling	90	2
True	know girls always safe selfish know got pa thank good night	59	2
True	much image class	16	2
True	thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer	140	2
True	oh mr sheffield wanna play game okay youre boss nanny give raise ill give one	77	2
True	okie	4	2
False	r subscribed textcomp wkly comp wks free question follows subsequent wks unsubscribe txt stop	93	2
True	ow deyi paid told would call	28	2
True	sure mean get made hold weed	28	2
True	shhhhh nobody supposed know	27	2
True	forgot takes years shower sorry atyour phone dead yet	53	2
True	deam seeing online shop asked	29	2
True	idk sitting stop shop parking lot right bawling eyes feel like failure everything nobody wants feel like failing	112	2
True	time coming later	17	2
False	hmv quiz cashbalance currently â£ maximize cashin send	54	2
True	quite lor dun tell wait get complacent	38	2
True	cant feel nauseous pissed didnt eat sweets week cause today planning pig dieting week hungry	92	2
True	paper today e morn aft	22	2
True	hi darlin ive got back really nice night thanks much lift see tomorrow xxx	74	2
True	world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay r also runninglets run	134	2
True	dled imp	8	2
True	sell well tons coins sell coins someone thru paypal voila money back life pockets	81	2
True	know oh hopefully month	23	2
True	got got colours lor one colour quite light n e darker lor actually done shes styling hair	89	2
True	yeah open chat click friend lists make list easy pie	52	2
True	uploaded mine facebook	22	2
True	hi always online yahoo would like chat someday	46	2
True	cant pick phone right pls send message	38	2
False	chance win â£ cash every wk txt play tscs custcare	50	2
True	tell address	12	2
True	good afternoon love job prospects missing lazy bleak hmmm happy filled love	75	2
True	battery mr adewale uncle aka egbon	34	2
True	class get text	14	2
True	nvm take time	13	2
True	okie	4	3
True	omw back tampa west palm hear happened	38	3
False	last chance claim â£ worth discount vouchers today text shop savamob offers mobile cs savamob â£ sub	100	2
False	free message activate free text messages replying message word free terms conditions visit	90	3
True	want sent ltgt mesages today thats sorry hurts	46	3
True	jay told already	16	3
True	big difference ltgt versus ltgt every ltgt hrs	46	3
True	yes thought thanks	18	3
True	usf guess might well take car	29	3
True	usualiam fine happy amp well	28	3
True	call didnt see facebook huh	27	3
True	kothi print marandratha	23	3
True	r home come within min	22	3
True	channel	7	3
False	win newest â€œharry potter order phoenix book reply harry answer questions chance first among readers	101	3
True	happened interview	18	3
True	ill text carlos let know hang	29	3
True	aiyar dun disturb liao thk lots aft cupboard come	49	3
True	hello madam	11	3
False	new message please call	23	3
True	ok thanx	8	3
True	cant pick phone right pls send message	38	3
True	mmmmmm love youso much ahmad cant wait year begin every second takes closer side happy new year love	100	3
True	sorry meeting ill call later	28	3
True	great safe trip panic surrender	31	3
True	takin shower yeah ill leave done	32	3
True	k text youre way	16	3
True	telly brdget jones	18	3
False	urgent trying contact todays draw shows â£ prize guaranteed call land line claim	80	3
True	cant keep talking people sure pay agree price pls tell want really buy much willing pay	87	3
True	ya srsly better yi tho	22	3
True	responding	10	3
True	seeing missed call dear brother day	35	3
True	sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish	97	3
True	know mallika sherawat yesterday find lturlgt	44	3
False	free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details	87	3
True	huh means computational science like dat one push n	51	3
True	hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola	89	3
True	ok chikku favourite song	24	3
True	good afternoon boytoy feeling today better hope good boy obedient slave please queen	84	3
True	bill letters iâ€™m expecting one orange isnâ€™t bill may still say orange	73	3
True	mean come chase stated watch many movies want	45	3
True	multimedia message email	24	3
True	much cost approx per month	26	3
True	life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning	124	3
True	guess pub happy pig clover whatever saying	42	3
True	say slowly godi love amp need youclean heart bloodsend ten special people amp c miracle tomorrow itplspls	105	3
True	made payments much sorry would want fedex way	45	3
True	ok lar sleep early nite	23	3
True	uworld site buying qbank buying self assessment also	52	3
True	ummmmmaah many many happy returns day dear sweet heart happy birthday dear	74	3
True	tomarrow want got court ltdecimalgt come bus stand	50	3
True	awesome think get usf time tonight	34	3
True	yes innocent fun	16	3
True	sure still available though	27	3
True	wot thout gonna call txt bak luv k	34	3
False	freemsg txt call claim reward hours talk time use phone inc stoptxtstop	71	3
True	absolutely love south park recently started watching office	59	3
True	omg make wedding chapel frontierville get good stuff	52	3
False	stop club tones replying stop mix see mytonecomenjoy html terms club tones cost mfl po box	90	3
True	e best exam later	17	3
True	spare power supplies	20	3
True	fujitsu series lifebook good	28	3
True	pls go today ltgt want excuses	30	3
True	come room point iron plan weekend	33	3
True	either way works ltgt years old hope doesnt bother	50	3
True	love know feel make belly warm wish love shall meet dreams ahmad adoring kiss	77	3
True	ok lor wat time ã¼ finish	25	3
True	time week ryan	14	3
True	set place heart mind mind easily forgets heart always remember wish happy valentines day	88	3
True	yup elaborating safety aspects issues	37	3
True	world famamus	13	3
True	put stuff roads keep getting slippery	37	3
True	went attend another two rounds todaybut still didt reach home	61	3
True	arrived see couple days	23	3
True	serious money base	18	3
True	finally happened aftr decades beer cheaper petrol goverment expects us drink drive	82	3
True	plan manage	11	3
True	know account detailsi ask mom send youmy mom reach	50	3
True	cool ill text way	17	3
True	err cud going havent got way contact	36	3
True	trying weekend v	16	3
True	dude go sup	11	3
True	hai dear friends new amp present number rajitha raj ranju	57	3
True	alright outhave good night	26	3
True	tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas	83	3
False	call germany pence per minute call fixed line via access number prepayment direct access	88	3
True	hope scared	11	3
True	posible dnt live ltgt century cm frwd n thnk different	54	3
True	today accept dayu accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy	123	3
True	wanna watch movie	17	3
True	dun drive go sch	16	3
True	velly good yes please	21	3
True	shit really shocking scary cant imagine second def night think somewhere could crash night save taxi	100	3
True	tadaaaaa home babe still	24	3
False	thanks ringtone order reference number mobile charged tone arrive please call customer services	95	3
True	oh love soooo good hear omg missed much today sorry problems provider thank tming	81	3
True	e best driving tmr	18	3
False	double mins txts orange price linerental motorola sonyericsson btooth freenokia free call	89	3
True	got tv watch meh work today	27	3
True	play w computer aiyah tok lor	29	3
True	ok lor early still project meeting	34	3
True	yo guys ever figure much need alcohol jay trying figure much safely spend weed	78	3
True	call times job today ok umma ask speed	38	3
True	sent scream moan bed princess	29	3
True	moji informed saved lives thanks	32	3
True	yeah gang ready	15	3
True	friend got says hes upping order grams hes got ltgt get	55	3
True	book lesson msg call work sth going get specs membership	56	3
True	prepare pleasured	17	3
True	still chance search hard get itlet try	38	3
True	ic lotta childporn cars	23	3
False	please call immediately urgent message waiting	46	3
True	ducking chinchillas	19	3
True	thing change sentence want concentrate educational career leaving	65	3
True	gentle princess make sweet gentle love	38	3
True	think chennai well settled	26	3
True	entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went	90	3
True	yo gonna still stock tomorrowtoday trying get dubsack	53	3
True	came hostel going sleep plz call class hrishi	45	3
True	sun anti sleep medicine	23	3
True	thanks yesterday sir wonderful hope enjoyed burial mojibiola	60	3
True	hope great new semester wish best made greatness	48	3
True	yar lor wan go c horse racing today mah eat earlier lor ate chicken rice	72	3
False	dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per	92	3
True	tell dear happen talking like alian	35	3
True	great role model giving much really wish day miracle god reason everything must say wish knew ive looked since young still great day	132	3
True	much trying get	15	3
True	messages food	13	3
True	good afternoon boytoy goes walking day get police abstract still wake miss babe	79	3
False	unique user id removal send stop customer services	50	3
False	urgent call landline complimentary ibiza holiday â£ cash await collection sae tcs po box	88	3
False	congratulations youve youre winner august â£ prize draw call prize code	71	3
True	students solved cat question xam ltgt ltgt ltgt tell answer r got answr	71	3
True	ok feel like john lennon	24	3
True	sat right okay thanks	21	3
True	good morning princess happy new year	36	3
True	gokila talking aha	18	3
True	compliments away system side	28	3
True	happened adventuring	20	3
True	hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu foundurself jobyet sausagelove jen xxx	105	3
True	fwiw reason around time smoke gas afford around someone tells apparently happens somebody wants light	101	3
True	every day use sleep ltgt	24	3
True	knowhe watching film computer	29	3
True	wat happened cruise thing	25	3
False	text meet someone sexy today find date even flirt join reply name age eg sam msg recdthirtyeight pence	102	3
True	thats trouble classes go well youre due dodgey one â€¦ expecting mine tomo see recovery time place	98	3
False	urgent important information user today lucky day find log onto fantastic surprise awaiting	91	3
True	cme want go hos wil cme got dear didnt say time	47	3
True	also bringing galileo dobby	27	3
True	yup next stop	13	3
True	sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks	219	3
True	shall send exe mail id	22	3
True	dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense	125	3
False	time tried contact â£ prize claim call tcsstop sms	50	3
True	fishrman woke early mrng dark waited amp found sack ful stones strtd throwin thm sea pass time atlast jus sun rose amp found tht r nt stones diamonds moraldont wake early mrng good night	186	3
True	askd question hours answer	26	3
True	ask princess	12	3
True	staff placement training amrita college	39	3
False	important information orange user today lucky log onto theres fantastic surprise awaiting	89	3
True	use soc use home ãœ dunno type word ar	38	3
True	usual call ard smth	19	3
True	r e meeting tmr	15	3
True	congrats kanowhr treat maga	27	3
True	okay ive seen pick friday	25	3
True	guess could good excuse lol	27	3
True	sno competition	15	3
True	hmmmkbut want change field quickly dai wanna get system administrator network administrator	91	3
True	k must book huh going yoga basic sunday	39	3
False	free video camera phones half price line rental mths cross ntwk mins txts call	78	3
True	aiyah ok wat long got improve already wat	41	3
True	watching tv lor funny bluff wat izzit thk impossible us	55	3
True	worries hope photo shoot went well spiffing fun workage	55	3
True	ã¼ wan go c doctor	18	3
True	fffff text kadeem far gone	26	3
False	hot n horny willing live local text reply hear strt back per msg netcollex ltdhelpdesk reply stop end	101	3
True	hope good week checking	23	3
True	effect irritation ignore	24	3
True	sorry uncle ill keep touch	26	3
True	aiyo always c ex one dunno abt mei reply first time reply fast lucky workin huh got bao sugardad ahgee	102	3
True	god asked forgiveness little child gave lovely reply wonderful fruit tree gives hurt stone good night	101	3
True	jolly good way give tickets sat eve speak x	43	3
True	want ltgt rs dado	17	3
True	town alone	10	3
True	yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get	77	3
False	free entry wkly comp win fa cup final tkts may text fa receive entry questionstd txt ratetcs apply	98	3
True	wif buying tix lar	18	3
True	oh k come tomorrow	18	3
True	wish many many returns day happy birthday vikky	47	3
True	lot sickness thing going round take easy hope feel better soon lol	66	3
True	pure hearted person wonderful smile makes even hisher enemies feel guilty enemy catch world smile goodmorning amp smiley sunday	127	3
True	heard week	10	3
False	flirting txt girl bloke name age eg girl zoe join get chatting	62	3
True	called said himthen choose future	33	3
True	thats one issues california okay snow manageable	48	3
True	hey chief give bell get need talk royal visit june	50	3
True	k ready ltgt	12	3
True	hospital da return home evening	31	3
True	sir waiting call	16	3
False	want explicit sex secs ring costs gsex pobox	44	3
False	premium phone services call	27	3
True	lol enjoy role playing much	27	3
True	diet ate many slices pizza yesterday ugh always diet	52	3
True	thanks reply today visa coming r still buying gucci bags sister things easy uncle john also bills really need think make money later sha	136	3
True	get ready ltgt inches pleasure	30	3
True	guys planning coming	20	3
True	ever one foot	13	3
True	tunji hows queen wishing great day abiola	41	3
True	thnk wrong calling us	21	3
True	hey glad r better hear treated urself digi cam good r fab new year c coupla wks	79	3
True	like hotel dusk game think solve puzzles area thing	51	3
True	msg rajini comes	16	3
True	ok wont call disturb one know avoiding burden	45	3
True	yes fine love safe	18	3
True	shall call dear food	20	3
True	guess thats worried must know theres way body repairs quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin	178	3
True	haf eaten wat time wan come	27	3
True	come online today night	23	3
True	come home want miserable	24	3
True	keep seeing weird shit bein woah realising actually reasonable oh	65	3
False	secret admirer looking make contact ufind rreveal thinks specialcall	68	3
True	kthen come wenever lik come also tel vikky come getting free time	65	3
True	case wake wondering forgot take care something grandma today done parade	72	3
True	okay shining meant signing sounds better	40	3
True	uhhhhrmm isnt tb test bad youre sick	36	3
True	hey thk juz go accordin wat discussed yest lor except kb sun cos theres nt much lesson go attend kb sat	103	3
True	sef dey laugh meanwhile hows darling anjie	42	3
False	chance reality fantasy show call per min ntt ltd po box croydon national rate call	82	3
True	sending greetings joy happiness evening	39	3
True	hi darlin missin hope good time back time give call home jess xx	64	3
True	getting back time soon	22	3
